CustomerID,InvoiceNo,TOTAL_REVENUE,Country
12417.0,12,3578.8,Belgium
12418.0,1,668.58,Switzerland
12420.0,1,600.3900000000001,Cyprus
12421.0,5,806.2700000000001,Spain
12422.0,3,803.5599999999998,Australia
12423.0,9,1849.1100000000001,Belgium
12424.0,2,1760.9599999999996,Australia
12425.0,1,777.1999999999999,Portugal
12426.0,1,582.73,Germany
12427.0,5,708.37,Germany
12428.0,12,7877.2,Finland
12429.0,4,3750.4,Denmark
12430.0,1,256.4,Norway
12431.0,18,6416.389999999999,Australia
12432.0,5,5059.319999999999,Norway
12433.0,7,13375.87,Norway
12434.0,4,765.1899999999999,Australia
12435.0,2,7829.890000000001,Denmark
12436.0,1,509.01000000000005,Norway
12437.0,19,4896.66,France
12438.0,2,2906.8500000000004,Norway
12441.0,1,173.55,France
12442.0,1,172.06,Spain
12444.0,5,5005.46,Norway
12445.0,1,133.4,Spain
12446.0,1,1002.3100000000001,RSA
12447.0,1,476.49,Belgium
12448.0,1,449.4500000000001,Spain
12449.0,4,4067.2900000000004,Belgium
12450.0,2,197.88,Spain
12451.0,6,8933.52,Switzerland
12452.0,3,428.57,Switzerland
12453.0,1,707.0899999999999,Austria
12454.0,2,-5.684341886080802e-14,Spain
12455.0,6,2466.8599999999997,Cyprus
12456.0,4,3153.89,Switzerland
12457.0,12,1917.78,Switzerland
12458.0,2,947.4,Switzerland
12461.0,2,826.88,Switzerland
12462.0,4,1124.0099999999998,Spain
12463.0,7,1303.63,Belgium
12464.0,8,1212.05,Belgium
12465.0,3,733.89,Belgium
12468.0,3,724.04,Germany
12471.0,49,18740.92,Germany
12472.0,13,6229.48,Germany
12473.0,9,2848.2299999999996,Germany
12474.0,30,7116.469999999999,Germany
12475.0,1,723.3799999999999,Germany
12476.0,20,6546.58,Germany
12477.0,9,13117.01,Germany
12478.0,1,680.9900000000001,Greece
12479.0,3,477.29999999999995,Germany
12480.0,4,3281.6299999999997,Germany
12481.0,11,5590.860000000001,Germany
12483.0,13,2327.13,Sweden
12484.0,8,4495.27,Spain
12488.0,3,1298.6600000000003,France
12489.0,1,334.92999999999995,France
12490.0,10,5417.93,France
12491.0,1,460.40000000000003,France
12492.0,2,263.21,Germany
12493.0,3,416.79,France
12494.0,13,1139.35,France
12497.0,1,1043.1,Germany
12498.0,3,403.7,Germany
12500.0,13,4206.27,Germany
12501.0,2,2089.68,Germany
12502.0,5,3723.87,Spain
12503.0,1,-1126.0,Spain
12504.0,4,114.00000000000003,Germany
12505.0,1,-4.5,Italy
12506.0,1,73.50000000000001,France
12507.0,4,1258.06,Spain
12508.0,2,398.27,France
12509.0,1,176.5,France
12510.0,2,982.5699999999999,Spain
12512.0,2,138.03,Israel
12513.0,2,586.7900000000001,France
12514.0,1,1017.6800000000001,Italy
12515.0,1,383.70000000000005,Italy
12516.0,2,1312.06,Germany
12517.0,6,2464.8900000000003,Germany
12518.0,5,2056.89,Germany
12519.0,1,340.84000000000003,Germany
12520.0,6,2582.51,Germany
12521.0,1,599.68,Germany
12522.0,2,192.72000000000003,Germany
12523.0,13,1745.5699999999997,France
12524.0,8,4485.719999999999,Germany
12526.0,3,1316.6600000000003,Germany
12527.0,3,348.71000000000004,Germany
12528.0,8,1922.28,Germany
12530.0,5,1623.6300000000003,Germany
12531.0,1,125.22,Germany
12532.0,1,349.83000000000004,France
12534.0,1,1089.18,Germany
12535.0,2,716.35,France
12536.0,5,4106.82,France
12538.0,1,363.95,Spain
12539.0,5,3852.5,Spain
12540.0,19,13309.039999999999,Spain
12541.0,3,981.1800000000002,Spain
12544.0,2,355.70000000000005,Spain
12545.0,2,1000.39,Spain
12546.0,3,1141.5,Spain
12547.0,2,207.8,Spain
12548.0,1,95.19999999999999,Spain
12550.0,1,964.83,Spain
12551.0,1,168.0,Spain
12552.0,2,437.82,Italy
12553.0,14,3652.25,France
12556.0,2,603.7099999999999,Spain
12557.0,5,11990.96,Spain
12558.0,2,2.6645352591003757e-14,USA
12559.0,3,536.2099999999999,Germany
12560.0,4,2101.3900000000003,Germany
12561.0,1,238.85,Germany
12562.0,7,3781.74,France
12564.0,1,456.90000000000003,France
12565.0,2,131.17000000000002,Saudi Arabia
12566.0,2,346.7,Germany
12567.0,11,9114.94,France
12569.0,35,4064.99,Germany
12571.0,2,519.61,France
12572.0,3,1004.7199999999999,Germany
12573.0,1,160.54,France
12574.0,1,218.45000000000002,France
12576.0,6,1306.98,Poland
12577.0,4,595.4,France
12578.0,4,2753.36,Italy
12579.0,3,410.71999999999997,France
12580.0,1,415.70000000000005,Germany
12581.0,1,197.70999999999998,Germany
12582.0,2,511.3599999999999,Finland
12583.0,18,7187.34,France
12584.0,18,1893.9500000000003,Italy
12585.0,4,1982.81,Germany
12586.0,2,179.94,Italy
12587.0,1,144.0,Finland
12588.0,1,214.89999999999998,Finland
12589.0,2,646.6800000000001,France
12590.0,3,9861.38,Germany
12591.0,1,452.84999999999997,Italy
12592.0,2,437.6,Germany
12593.0,3,418.0999999999999,France
12594.0,11,3320.2200000000003,Italy
12596.0,2,618.27,Spain
12597.0,5,3683.13,Spain
12598.0,9,3002.6800000000003,France
12599.0,7,1032.5800000000004,France
12600.0,11,2581.04,Germany
12601.0,6,569.5600000000001,Germany
12602.0,1,153.12,France
12603.0,1,739.1999999999999,Germany
12604.0,2,254.17999999999998,France
12605.0,1,-7.5,Germany
12607.0,2,0.0,USA
12609.0,3,1126.8500000000001,Germany
12610.0,7,2057.9900000000002,Italy
12611.0,1,1193.32,Italy
12612.0,2,643.59,Germany
12613.0,6,3218.98,Germany
12614.0,1,315.59999999999997,Germany
12615.0,4,2291.1899999999996,France
12616.0,5,657.2499999999999,France
12617.0,1,355.53000000000003,France
12618.0,1,177.31,Italy
12619.0,13,3214.8100000000004,Germany
12620.0,3,1339.41,France
12621.0,23,13612.07,Germany
12622.0,1,180.09999999999997,Germany
12623.0,1,305.1,Germany
12624.0,2,641.13,France
12625.0,3,2614.32,Germany
12626.0,13,6388.35,Germany
12627.0,7,4478.530000000001,Germany
12628.0,4,769.61,Germany
12630.0,2,1270.88,Finland
12631.0,1,640.5,Finland
12633.0,5,2140.63,Germany
12635.0,2,1689.1800000000003,Germany
12637.0,10,5953.25,France
12638.0,1,671.69,Sweden
12639.0,1,486.1,Sweden
12640.0,3,1174.58,France
12641.0,1,185.9,Sweden
12642.0,3,1013.26,Germany
12643.0,6,3344.6399999999994,France
12644.0,1,477.90999999999997,Germany
12645.0,5,1755.38,Germany
12646.0,2,1346.97,USA
12647.0,13,3669.92,Germany
12648.0,1,318.04999999999995,Germany
12649.0,4,603.71,Germany
12650.0,1,314.44,France
12651.0,1,114.0,France
12652.0,2,914.53,France
12653.0,2,2209.85,Israel
12654.0,5,601.9799999999999,Germany
12656.0,8,3982.7200000000003,France
12657.0,5,1152.06,France
12658.0,1,686.05,Germany
12659.0,1,91.68,France
12660.0,1,245.10000000000002,France
12662.0,12,3817.08,Germany
12664.0,10,4863.88,Finland
12665.0,2,61.75,Germany
12666.0,1,-227.44,Israel
12667.0,1,620.1300000000001,Finland
12668.0,6,3743.1800000000003,Germany
12669.0,4,1607.73,France
12670.0,6,2986.1499999999996,France
12672.0,1,225.9,France
12673.0,2,610.52,Germany
12674.0,7,1919.3099999999997,France
12676.0,6,1331.39,Sweden
12678.0,13,17588.26,France
12679.0,9,1058.67,France
12680.0,4,862.8100000000002,France
12681.0,27,13677.59,France
12682.0,31,12288.220000000001,France
12683.0,20,8221.09,France
12684.0,7,2283.63,France
12685.0,6,2863.08,France
12686.0,1,89.14,France
12688.0,1,4873.8099999999995,Israel
12689.0,2,1247.61,France
12690.0,1,389.01,France
12691.0,6,1035.8,France
12693.0,6,830.9599999999999,Germany
12694.0,2,869.67,France
12695.0,4,582.1,France
12697.0,5,939.02,Sweden
12700.0,6,4867.99,France
12701.0,2,797.71,Germany
12702.0,1,219.0,Germany
12703.0,2,274.7,Germany
12704.0,10,2220.8399999999997,Finland
12705.0,14,6814.24,Germany
12707.0,1,603.42,France
12708.0,16,2616.3199999999997,Germany
12709.0,26,9294.1,Germany
12710.0,4,1130.5700000000002,Germany
12712.0,17,4241.629999999999,Germany
12713.0,1,848.5500000000001,Germany
12714.0,5,4708.860000000001,France
12715.0,1,353.85999999999996,Sweden
12716.0,2,1053.4900000000002,France
12717.0,3,980.98,Greece
12718.0,1,238.25,France
12719.0,3,608.1,France
12720.0,29,5713.28,Germany
12721.0,7,2628.9799999999996,France
12722.0,6,904.3299999999999,France
12723.0,5,725.07,France
12724.0,4,1031.4099999999999,France
12725.0,1,427.8,Italy
12726.0,7,2609.1,France
12727.0,9,3947.7000000000007,France
12728.0,4,836.3299999999999,France
12729.0,1,453.01000000000005,France
12731.0,14,18793.41,France
12732.0,1,236.26000000000005,France
12733.0,1,383.95000000000005,USA
12734.0,1,110.39999999999999,France
12735.0,2,779.57,France
12736.0,1,234.00000000000003,France
12738.0,1,155.35,Germany
12739.0,2,1013.0400000000001,United Arab Emirates
12740.0,1,427.59999999999997,France
12743.0,2,546.4300000000001,Unspecified
12744.0,10,9120.39,Singapore
12747.0,11,4196.009999999999,United Kingdom
12748.0,224,29072.1,United Kingdom
12749.0,8,3868.2000000000007,United Kingdom
12750.0,1,275.88,Poland
12752.0,1,4366.780000000001,Norway
12753.0,11,21024.01,Japan
12754.0,5,2949.12,Japan
12755.0,4,2203.1999999999994,Japan
12756.0,1,112.08000000000001,Japan
12757.0,19,4227.7,Portugal
12758.0,2,2791.59,Portugal
12759.0,3,1531.4400000000003,Netherlands
12762.0,2,1898.5200000000004,Portugal
12763.0,2,494.08000000000004,Japan
12764.0,1,1693.88,Lebanon
12766.0,7,6989.63,Portugal
12769.0,1,1143.6,Brazil
12770.0,1,1351.4499999999998,Japan
12772.0,1,892.4700000000001,Portugal
12775.0,6,1351.2400000000002,Netherlands
12778.0,7,804.23,Netherlands
12779.0,12,3868.7,Poland
12781.0,5,707.7200000000001,Czech Republic
12782.0,6,2273.32,Portugal
12783.0,8,1603.87,Portugal
12784.0,2,574.4200000000001,Portugal
12785.0,2,305.71,Portugal
12787.0,3,463.65999999999997,Netherlands
12789.0,1,91.85000000000001,Netherlands
12790.0,1,324.9200000000001,Netherlands
12791.0,1,192.60000000000002,Netherlands
12792.0,1,400.53999999999996,Portugal
12793.0,2,545.48,Portugal
12794.0,2,860.41,Portugal
12795.0,1,430.48,Portugal
12797.0,3,194.18,Portugal
12798.0,3,6977.04,Japan
12802.0,2,412.58,Netherlands
12808.0,3,483.65000000000003,Portugal
12809.0,2,484.36,Portugal
12811.0,3,514.8499999999999,Portugal
12812.0,1,229.64,Japan
12814.0,1,125.92,Poland
12815.0,2,1063.46,Poland
12816.0,2,572.2,Poland
12817.0,1,166.04,Austria
12818.0,2,1517.88,Austria
12820.0,4,942.34,United Kingdom
12821.0,1,92.72,United Kingdom
12822.0,3,918.9800000000001,United Kingdom
12823.0,5,1759.5,United Kingdom
12824.0,1,397.11999999999995,United Kingdom
12826.0,8,1468.1200000000001,United Kingdom
12827.0,3,430.15,United Kingdom
12828.0,6,1018.71,United Kingdom
12829.0,3,253.05,United Kingdom
12830.0,7,6748.400000000001,United Kingdom
12831.0,1,215.05,United Kingdom
12832.0,2,383.03000000000003,United Kingdom
12833.0,1,417.38,United Kingdom
12834.0,1,312.38,United Kingdom
12836.0,4,2612.8599999999997,United Kingdom
12837.0,1,134.1,United Kingdom
12838.0,2,683.13,United Kingdom
12839.0,16,5583.62,United Kingdom
12840.0,6,2714.2700000000004,United Kingdom
12841.0,26,3876.3999999999996,United Kingdom
12842.0,2,1118.99,United Kingdom
12843.0,9,1680.7600000000002,United Kingdom
12844.0,2,325.96,United Kingdom
12845.0,4,354.09,United Kingdom
12847.0,1,871.5399999999998,United Kingdom
12849.0,2,1050.8899999999999,United Kingdom
12851.0,1,135.18,United Kingdom
12852.0,2,299.75000000000006,United Kingdom
12853.0,9,1881.7,United Kingdom
12854.0,5,1289.1500000000003,United Kingdom
12855.0,1,38.1,United Kingdom
12856.0,8,2162.68,United Kingdom
12857.0,2,1106.4,United Kingdom
12863.0,2,504.20000000000005,United Kingdom
12864.0,1,147.12,United Kingdom
12865.0,3,1548.07,Austria
12866.0,1,559.12,Belgium
12867.0,10,3986.2200000000003,United Kingdom
12868.0,6,1607.0600000000002,United Kingdom
12870.0,1,-14.899999999999999,United Kingdom
12871.0,2,380.64000000000004,United Kingdom
12872.0,2,599.9700000000001,United Kingdom
12873.0,1,374.0,United Kingdom
12875.0,2,343.2300000000001,United Kingdom
12876.0,2,2218.020000000001,Belgium
12877.0,12,1535.7700000000002,United Kingdom
12878.0,3,841.64,United Kingdom
12879.0,4,552.57,United Kingdom
12881.0,1,298.0,United Kingdom
12882.0,2,1463.0399999999997,United Kingdom
12883.0,4,703.47,United Kingdom
12884.0,1,309.05000000000007,United Kingdom
12885.0,4,1158.27,United Kingdom
12886.0,3,1351.09,United Kingdom
12888.0,4,313.77,United Kingdom
12890.0,1,380.47,United Kingdom
12891.0,3,331.0,United Kingdom
12893.0,1,188.14000000000001,United Kingdom
12895.0,3,347.3,United Kingdom
12897.0,2,216.5,United Kingdom
12901.0,36,16293.1,United Kingdom
12902.0,1,138.67999999999998,United Kingdom
12904.0,2,509.58,United Kingdom
12906.0,5,2919.81,United Kingdom
12908.0,4,246.0,United Kingdom
12909.0,8,2128.83,United Kingdom
12910.0,8,3075.0400000000004,United Kingdom
12912.0,5,1662.3,United Kingdom
12913.0,5,2483.6299999999997,United Kingdom
12915.0,2,363.65,United Kingdom
12916.0,5,2982.3499999999995,United Kingdom
12917.0,1,594.0,United Kingdom
12919.0,8,1301.44,United Kingdom
12920.0,1,164.23000000000002,United Kingdom
12921.0,50,16389.74,United Kingdom
12922.0,1,405.38,United Kingdom
12923.0,1,176.97,United Kingdom
12924.0,5,929.9500000000002,United Kingdom
12925.0,2,694.05,United Kingdom
12928.0,5,2062.7,United Kingdom
12929.0,2,105.1,United Kingdom
12930.0,4,409.9,United Kingdom
12931.0,20,33462.81,United Kingdom
12933.0,4,606.28,United Kingdom
12935.0,8,2156.45,United Kingdom
12936.0,5,1012.9000000000001,United Kingdom
12937.0,4,1504.2700000000002,United Kingdom
12938.0,1,114.13999999999999,United Kingdom
12939.0,8,11581.800000000001,United Kingdom
12940.0,4,876.29,United Kingdom
12942.0,3,683.9000000000001,United Kingdom
12943.0,1,-3.75,United Kingdom
12944.0,2,604.5099999999999,United Kingdom
12945.0,1,462.95000000000005,United Kingdom
12947.0,11,1407.2900000000002,United Kingdom
12948.0,8,2053.7,United Kingdom
12949.0,10,4143.0199999999995,United Kingdom
12950.0,3,1843.0,United Kingdom
12951.0,8,1042.07,United Kingdom
12952.0,5,1382.8400000000001,United Kingdom
12953.0,1,329.85,United Kingdom
12955.0,14,4734.26,United Kingdom
12956.0,1,108.07,United Kingdom
12957.0,12,3979.04,United Kingdom
12962.0,2,266.39,United Kingdom
12963.0,9,1841.0300000000002,United Kingdom
12965.0,1,771.91,United Kingdom
12966.0,1,160.18,United Kingdom
12967.0,4,1194.75,United Kingdom
12968.0,1,135.95,United Kingdom
12970.0,4,452.24000000000007,United Kingdom
12971.0,89,10930.259999999998,United Kingdom
12974.0,1,144.8,United Kingdom
12976.0,1,738.6,United Kingdom
12977.0,1,39.24,United Kingdom
12980.0,12,7092.060000000001,United Kingdom
12981.0,2,372.2199999999999,United Kingdom
12982.0,2,377.20000000000005,United Kingdom
12984.0,1,97.5,United Kingdom
12985.0,3,1215.6200000000001,United Kingdom
12987.0,3,545.0,United Kingdom
12988.0,1,535.3200000000002,United Kingdom
12989.0,19,6854.51,United Kingdom
12990.0,3,409.5000000000001,United Kingdom
12991.0,2,503.76000000000005,United Kingdom
12993.0,4,414.75999999999993,United Kingdom
12994.0,5,902.2199999999999,United Kingdom
12995.0,2,200.72,United Kingdom
12997.0,7,1197.94,United Kingdom
12999.0,3,455.88,United Kingdom
13000.0,3,534.8500000000001,United Kingdom
13001.0,15,9797.92,United Kingdom
13002.0,1,120.94999999999999,United Kingdom
13003.0,3,149.05,United Kingdom
13004.0,22,5613.43,United Kingdom
13005.0,3,468.95000000000005,United Kingdom
13006.0,1,81.57,United Kingdom
13008.0,2,178.47,United Kingdom
13011.0,1,50.550000000000004,United Kingdom
13012.0,11,1311.6200000000003,United Kingdom
13013.0,15,4786.99,United Kingdom
13014.0,16,3365.4300000000003,United Kingdom
13015.0,5,3346.2799999999997,United Kingdom
13016.0,3,789.8899999999999,United Kingdom
13017.0,1,204.0,United Kingdom
13018.0,29,7272.75,United Kingdom
13021.0,12,2584.4,United Kingdom
13023.0,2,689.9000000000001,United Kingdom
13026.0,8,936.1500000000001,United Kingdom
13027.0,6,6912.0,United Kingdom
13028.0,3,659.6800000000001,United Kingdom
13029.0,3,1247.5,United Kingdom
13030.0,2,799.4800000000001,United Kingdom
13032.0,3,996.5200000000002,United Kingdom
13033.0,1,190.54999999999998,United Kingdom
13034.0,2,642.7700000000001,United Kingdom
13035.0,3,886.6299999999999,United Kingdom
13037.0,3,881.07,United Kingdom
13038.0,3,908.46,United Kingdom
13040.0,2,676.99,United Kingdom
13043.0,2,471.57000000000005,United Kingdom
13044.0,1,560.47,United Kingdom
13045.0,1,305.28,United Kingdom
13046.0,2,629.31,United Kingdom
13047.0,18,3079.1,United Kingdom
13048.0,5,1805.9099999999999,United Kingdom
13049.0,2,656.6800000000002,United Kingdom
13050.0,28,5684.61,United Kingdom
13052.0,1,348.15000000000003,United Kingdom
13055.0,4,1201.96,United Kingdom
13058.0,3,271.4,United Kingdom
13059.0,1,183.4,United Kingdom
13060.0,1,307.53000000000003,United Kingdom
13061.0,1,248.61,United Kingdom
13062.0,1,346.98,United Kingdom
13064.0,4,1119.4900000000002,United Kingdom
13065.0,1,205.85999999999999,United Kingdom
13066.0,3,430.9,United Kingdom
13067.0,1,115.46000000000001,United Kingdom
13068.0,2,344.0,United Kingdom
13069.0,27,3717.82,United Kingdom
13070.0,1,228.8,United Kingdom
13072.0,1,177.14999999999998,United Kingdom
13075.0,1,919.6100000000001,United Kingdom
13077.0,4,729.2700000000001,United Kingdom
13078.0,43,12432.28,United Kingdom
13079.0,5,220.09999999999997,United Kingdom
13080.0,1,58.08,United Kingdom
13081.0,21,27964.48,United Kingdom
13082.0,10,3595.48,United Kingdom
13083.0,2,303.75,United Kingdom
13085.0,3,272.38,United Kingdom
13089.0,118,57385.88,United Kingdom
13090.0,18,8689.39,United Kingdom
13091.0,2,319.82,United Kingdom
13092.0,6,459.83000000000004,United Kingdom
13093.0,13,7741.47,United Kingdom
13094.0,16,1708.8600000000001,United Kingdom
13095.0,1,74.4,United Kingdom
13097.0,14,5893.32,United Kingdom
13098.0,41,28658.879999999997,United Kingdom
13099.0,1,207.35999999999999,United Kingdom
13101.0,1,101.19,United Kingdom
13102.0,27,6336.29,United Kingdom
13103.0,1,243.94,United Kingdom
13104.0,6,1098.48,United Kingdom
13106.0,2,59.5,United Kingdom
13107.0,5,1524.0700000000004,United Kingdom
13108.0,1,350.05999999999995,United Kingdom
13109.0,5,766.84,United Kingdom
13110.0,8,1452.8700000000001,United Kingdom
13113.0,40,10510.0,United Kingdom
13115.0,14,2205.63,United Kingdom
13116.0,2,485.19,United Kingdom
13117.0,8,984.9100000000001,United Kingdom
13118.0,7,1125.0,United Kingdom
13120.0,1,30.599999999999998,United Kingdom
13121.0,2,254.72999999999996,United Kingdom
13122.0,2,922.39,United Kingdom
13124.0,3,3866.33,United Kingdom
13126.0,10,2056.29,United Kingdom
13127.0,1,259.16999999999996,United Kingdom
13130.0,1,64.0,United Kingdom
13131.0,4,1039.3000000000002,United Kingdom
13132.0,1,77.3,United Kingdom
13133.0,2,109.80000000000001,United Kingdom
13134.0,7,1740.63,United Kingdom
13135.0,1,3096.0,United Kingdom
13136.0,11,2545.38,United Kingdom
13137.0,9,3605.08,United Kingdom
13138.0,6,962.39,United Kingdom
13139.0,8,5055.790000000001,United Kingdom
13140.0,3,423.72,United Kingdom
13141.0,6,2385.8,United Kingdom
13142.0,1,307.0899999999999,United Kingdom
13144.0,1,110.94999999999999,United Kingdom
13145.0,5,614.77,United Kingdom
13146.0,1,228.91,United Kingdom
13147.0,4,712.8000000000001,United Kingdom
13148.0,17,3348.4800000000005,United Kingdom
13149.0,4,1676.0600000000002,United Kingdom
13151.0,2,1250.3700000000003,United Kingdom
13153.0,1,486.22,United Kingdom
13154.0,1,-611.86,United Kingdom
13155.0,4,971.7600000000002,United Kingdom
13157.0,5,1721.57,United Kingdom
13158.0,4,1201.06,United Kingdom
13159.0,5,1379.75,United Kingdom
13160.0,1,91.8,United Kingdom
13161.0,1,112.75,United Kingdom
13162.0,5,1644.9899999999998,United Kingdom
13165.0,2,1021.48,United Kingdom
13166.0,2,414.70000000000005,United Kingdom
13167.0,4,791.3299999999999,United Kingdom
13168.0,5,1310.14,United Kingdom
13169.0,2,712.88,United Kingdom
13170.0,1,116.00999999999999,United Kingdom
13171.0,5,426.80999999999995,United Kingdom
13173.0,2,353.65000000000003,United Kingdom
13174.0,3,2817.0299999999997,United Kingdom
13176.0,1,492.84000000000003,United Kingdom
13177.0,1,282.45,United Kingdom
13178.0,11,5725.469999999999,United Kingdom
13182.0,1,121.18,United Kingdom
13183.0,9,3957.7800000000007,United Kingdom
13184.0,12,1648.79,United Kingdom
13185.0,1,71.4,United Kingdom
13186.0,5,1539.69,United Kingdom
13187.0,1,236.01999999999998,United Kingdom
13188.0,1,114.60000000000001,United Kingdom
13189.0,2,260.67999999999995,United Kingdom
13192.0,2,911.9400000000002,United Kingdom
13193.0,1,117.88000000000001,United Kingdom
13194.0,1,60.7,United Kingdom
13196.0,4,1797.78,United Kingdom
13198.0,8,3384.09,United Kingdom
13199.0,39,9803.96,United Kingdom
13200.0,4,870.0900000000001,United Kingdom
13203.0,4,869.4599999999999,United Kingdom
13207.0,2,250.26000000000002,United Kingdom
13208.0,7,1205.9,United Kingdom
13209.0,11,5820.16,United Kingdom
13210.0,1,353.48,United Kingdom
13211.0,3,1197.42,United Kingdom
13212.0,4,780.5799999999999,United Kingdom
13213.0,6,1518.43,United Kingdom
13216.0,1,333.74,United Kingdom
13217.0,5,133.62000000000003,United Kingdom
13218.0,1,62.64,United Kingdom
13220.0,4,819.29,United Kingdom
13221.0,2,847.4100000000001,United Kingdom
13223.0,2,163.20000000000002,United Kingdom
13224.0,3,2150.8499999999995,United Kingdom
13225.0,8,6083.04,United Kingdom
13226.0,1,108.21,United Kingdom
13227.0,1,257.7,United Kingdom
13228.0,1,358.0,United Kingdom
13229.0,1,160.95,United Kingdom
13230.0,15,2763.41,United Kingdom
13232.0,7,1357.6000000000001,United Kingdom
13233.0,2,605.1199999999999,United Kingdom
13235.0,2,101.17000000000019,United Kingdom
13236.0,3,727.2700000000001,United Kingdom
13238.0,5,680.8299999999999,United Kingdom
13239.0,1,329.56,United Kingdom
13240.0,4,663.6500000000001,United Kingdom
13242.0,3,270.40000000000003,United Kingdom
13243.0,1,600.0700000000002,United Kingdom
13244.0,1,121.74,United Kingdom
13245.0,1,430.5,United Kingdom
13246.0,7,1922.1,United Kingdom
13247.0,4,501.11999999999995,United Kingdom
13248.0,2,465.67999999999995,United Kingdom
13249.0,3,711.41,United Kingdom
13253.0,2,1030.3999999999999,United Kingdom
13255.0,3,390.65999999999997,United Kingdom
13256.0,1,0.0,United Kingdom
13258.0,3,698.5799999999999,United Kingdom
13259.0,1,292.31999999999994,United Kingdom
13260.0,1,557.62,United Kingdom
13261.0,2,944.1,United Kingdom
13262.0,1,200.29,United Kingdom
13263.0,35,7454.07,United Kingdom
13265.0,5,2107.6600000000003,United Kingdom
13266.0,19,3717.67,United Kingdom
13267.0,27,4404.4400000000005,United Kingdom
13268.0,15,3167.6400000000003,United Kingdom
13269.0,17,5315.92,United Kingdom
13270.0,1,590.0,United Kingdom
13271.0,2,178.25999999999996,United Kingdom
13272.0,2,276.56000000000006,United Kingdom
13273.0,1,138.98,United Kingdom
13276.0,2,590.93,United Kingdom
13277.0,4,258.4,United Kingdom
13278.0,1,542.73,United Kingdom
13279.0,2,126.3,United Kingdom
13280.0,3,814.86,United Kingdom
13282.0,6,1047.8400000000001,United Kingdom
13283.0,2,93.66,United Kingdom
13284.0,2,196.15,United Kingdom
13285.0,4,2709.1200000000003,United Kingdom
13291.0,1,361.11,United Kingdom
13292.0,2,578.9399999999999,United Kingdom
13294.0,2,873.74,United Kingdom
13295.0,2,197.95,United Kingdom
13296.0,1,87.4,United Kingdom
13297.0,4,2089.85,United Kingdom
13298.0,1,360.0,United Kingdom
13299.0,1,142.5,United Kingdom
13300.0,2,365.29,United Kingdom
13301.0,4,618.09,United Kingdom
13302.0,1,63.75,United Kingdom
13304.0,1,300.41999999999996,United Kingdom
13305.0,10,2000.8599999999997,United Kingdom
13307.0,1,15.0,United Kingdom
13308.0,4,1367.6100000000001,United Kingdom
13309.0,5,1456.79,United Kingdom
13310.0,6,1083.63,United Kingdom
13311.0,2,598.57,United Kingdom
13313.0,5,1555.32,United Kingdom
13314.0,4,578.6600000000001,United Kingdom
13316.0,5,5815.49,United Kingdom
13317.0,9,2140.07,United Kingdom
13318.0,3,640.7600000000001,United Kingdom
13319.0,36,10664.34,United Kingdom
13320.0,6,1491.7,United Kingdom
13321.0,2,567.36,United Kingdom
13322.0,1,199.48,United Kingdom
13323.0,5,787.8499999999999,United Kingdom
13324.0,12,7072.799999999998,United Kingdom
13325.0,1,675.3,United Kingdom
13327.0,9,3617.5699999999993,United Kingdom
13328.0,1,1308.48,United Kingdom
13329.0,4,740.3999999999999,United Kingdom
13330.0,3,1140.93,United Kingdom
